Cycle_ID,Cycle
1009,C1261322 -> C1292784 -> C0184661 -> C1655737 -> C1314971 -> C1979508 -> C1136323 -> C0282503 -> C2987719 -> C0042926 -> C0023741 -> C0023008 -> C0023015 -> C0023009 -> C3714787 -> C1518256 -> C0229962 -> C0005898 -> C0460148 -> C4241262 -> C0700276 -> C0150934 -> C0460004 -> C0541718 -> C0392918 -> C1140118 -> C2347818 -> C0008902 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C2316799 -> C0242485 -> C0449851 -> C0441655 -> C0412555 -> C0203419 -> C0203417 -> C0203464 -> C0852559 -> C0430681 -> C2732712
1010,C0412555 -> C0203419
1011,C1261322 -> C1292784 -> C0184661 -> C1655737 -> C1314971 -> C1979508 -> C1136323 -> C0282503 -> C2987719 -> C0042926 -> C0023741 -> C0023008 -> C0023015 -> C0023009 -> C3714787 -> C1518256 -> C0229962 -> C0005898 -> C0460148 -> C4241262 -> C0700276 -> C0150934 -> C0460004 -> C0541718 -> C0392918 -> C1140118 -> C2347818 -> C0008902 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C2316799 -> C0242485
1012,C0700276 -> C0014136
1013,C0005898 -> C0460148 -> C4241262 -> C0700276
1014,C0460148 -> C2324618
1015,C0229962 -> C0005898
1016,C0349350 -> C0349346
1017,C0149654 -> C0021122
1018,C0562492 -> C0564649
1019,C0564649 -> C0566622
1020,C0187763 -> C0187764
1021,C0186079 -> C0186078
1022,C0330209 -> C0330208
1023,C0330209 -> C1041301 -> C1028565
1024,C0043250 -> C0332796
1025,C0200256 -> C0200257
1026,C0027531 -> C0495825
1027,C0018674 -> C2832841 -> C0495811
1028,C0851595 -> C0851391
1029,C0178671 -> C0018674
1030,C0030193 -> C0995154
1031,C0027531 -> C0178671
1032,C0161011 -> C0161009
1033,C0012242 -> C0178285
1034,C0161009 -> C0161010
1035,C0017178 -> C0549617
1036,C0947846 -> C0947761 -> C0017178
1037,C3714514 -> C0004615
1038,C0009450 -> C3714514 -> C0947879 -> C0851439
1039,C0041849 -> C0153325
1040,C0017178 -> C4082764 -> C0729555 -> C1335011
1041,C4082764 -> C0851981
1042,C0017178 -> C4082764
1043,C0017178 -> C0549614
1044,C0199415 -> C0199414
1045,C0035161 -> C0327093
1046,C0005525 -> C0003392 -> C3653621
1047,C0003392 -> C3653621
1048,C3241938 -> C0494969 -> C0477621
1049,C0037933 -> C0494962
1050,C0037933 -> C1444784 -> C0263888
1051,C0578055 -> C0007859
1052,C0189573 -> C0396664
1053,C0189573 -> C0189572 -> C0038897
1054,C0199535 -> C0199534
1055,C0018681 -> C0852402
1056,C0003903 -> C1446788 -> C0021585
1057,C0003903 -> C1446788 -> C0021585 -> C1095852 -> C1218615 -> C1218616
1058,C1446788 -> C0021585
1059,C0002932 -> C0304446
1060,C0007680 -> C0304343 -> C0304342
1061,C0303743 -> C0541481
1062,C1268203 -> C0230028
1063,C0242695 -> C0224084
1064,C0027581 -> C0162603
1065,C0282686 -> C0304570
1066,C0002771 -> C0280004 -> C0242937
1067,C0033978 -> C0304363
1068,C0017337 -> C1136366 -> C0017428 -> C0008630
1069,C0028606 -> C0032550 -> C0028630
1070,C0001975 -> C1623735
1071,C0021852 -> C0013303
1072,C0021852 -> C0013303 -> C0447519 -> C1268120
1073,C0021852 -> C0013303 -> C0447519
1074,C0227257 -> C0021852
1075,C0391896 -> C0014876
1076,C0227411 -> C1268219 -> C0003461 -> C0736093
1077,C0037303 -> C0447986
1078,C0559605 -> C0448793
1079,C0222072 -> C0222071
1080,C0559600 -> C0222137
1081,C0559600 -> C0222137 -> C0205030 -> C0559611
1082,C0205030 -> C0559611
1083,C0559600 -> C0222137 -> C0205030 -> C1302802
1084,C0559602 -> C0222084
1085,C0009758 -> C0229271
1086,C0156217 -> C0005424
1087,C0267792 -> C0851731 -> C0947747
1088,C0005424 -> C0851618 -> C0005395
1089,C0042425 -> C0009437
1090,C0447511 -> C0034196
1091,C0447511 -> C0447510
1092,C0031153 -> C1704247
1093,C0015560 -> C0001575
1094,C0229681 -> C0225333
1095,C0225333 -> C0227180
1096,C1735318 -> C0458700
1097,C0458852 -> C0227813
1098,C0227806 -> C0042149
1099,C0158581 -> C0266589
1100,C0013447 -> C0494566 -> C0155527
1101,C5848260 -> C0949114 -> C5848261
1102,C0152027 -> C0030554 -> C0752262
1103,C0152027 -> C0030554 -> C0012766
1104,C5551413 -> C0020580
1105,C0152027 -> C0030554 -> C5539790 -> C5551413 -> C0020580 -> C0392699
1106,C5539790 -> C5551413 -> C0020580 -> C0392699 -> C4023691
1107,C5539790 -> C5551413 -> C0020580
1108,C0152027 -> C0030554 -> C5539790 -> C5551413 -> C0020580
1109,C0152027 -> C0030554
1110,C0013447 -> C5848260 -> C0949114 -> C5848261
1111,C0013447 -> C5848260 -> C0949114 -> C5848261 -> C1335006
1112,C0013447 -> C0549587
1113,C0158581 -> C0266589 -> C0431479 -> C0477990
1114,C0431479 -> C0477990
1115,C0158581 -> C0266617
1116,C0266623 -> C0158581
1117,C0030517 -> C0852181
1118,C0014130 -> C0271520 -> C0271519
1119,C0014130 -> C0549611
1120,C0014130 -> C0852177 -> C0949002
1121,C0042449 -> C1282015
1122,C0447122 -> C0226629
1123,C0009781 -> C1257975 -> C0162597
1124,C0005953 -> C0541680
1125,C0005953 -> C0229619
1126,C0037941 -> C0541717
1127,C0037941 -> C0031119 -> C0027740
1128,C0008539 -> C5551384
1129,C1267092 -> C0734244 -> C2362999 -> C2331357 -> C1179457 -> C0225358
1130,C1267092 -> C0227200 -> C0225357
1131,C0227719 -> C1288327
1132,C0006141 -> C0230109
1133,C0006141 -> C0230109 -> C1268091
1134,C0222603 -> C0929301 -> C1179004
1135,C0559613 -> C0205031
1136,C0222149 -> C0816233
1137,C0559615 -> C0222149 -> C0816233
1138,C0559616 -> C0448818
1139,C0559618 -> C0448821
1140,C3698049 -> C0446475
1141,C0446475 -> C0230131
1142,C0559617 -> C0149538
1143,C0729606 -> C0008633
1144,C0033684 -> C0030956
1145,C0578148 -> C0002508
1146,C0033684 -> C1305923
1147,C0086692 -> C0154053
1148,C0334450 -> C0947996
1149,C0577913 -> C0577911
1150,C0577911 -> C0577912
1151,C0024117 -> C0494659
1152,C0035243 -> C1112142
1153,C0876973 -> C0149725
1154,C0026636 -> C0399341
1155,C0007302 -> C0158073
1156,C0410288 -> C0152091 -> C0007302 -> C0158073
1157,C0152091 -> C0007302
1158,C0007302 -> C0495016
1159,C0410288 -> C0152091
1160,C0152091 -> C0495015
1161,C1704330 -> C0022362
1162,C0541695 -> C0226981 -> C0702127
1163,C0226981 -> C0702127
1164,C0040426 -> C0011443
1165,C0272426 -> C0563669
1166,C0085511 -> C5690820
1167,C0399400 -> C0040436
1168,C0005758 -> C0080159 -> C3814530
1169,C5779628 -> C0015230
1170,C0162819 -> C1112118
1171,C0004623 -> C2939130
1172,C0949113 -> C0004623
1173,C0549567 -> C0494869
1174,C0549567 -> C3665492
1175,C0549567 -> C0851841
1176,C0042789 -> C0234620
1177,C0011135 -> C0577098 -> C0577096
1178,C0947860 -> C0854196
1179,C0345913 -> C0005426 -> C2103145
1180,C0023895 -> C0156194
1181,C0153453 -> C0740277 -> C0750952
1182,C0015371 -> C0026650
1183,C0270715 -> C1444208
1184,C0020242 -> C0020250
1185,C0032346 -> C0018626 -> C0014417 -> C0682891
1186,C0014417 -> C0021265
1187,C0031428 -> C0010305
1188,C0026391 -> C0324021 -> C0324023
1189,C0324021 -> C0324023
1190,C0042381 -> C0842087
1191,C0003286 -> C0304354
1192,C0203138 -> C0554740
1193,C0851605 -> C0876964
1194,C0189742 -> C0018821
1195,C0189755 -> C0191229
1196,C0190975 -> C0190976
1197,C0191140 -> C0489950
1198,C0374711 -> C0524865
1199,C0194046 -> C0401161
1200,C0152021 -> C1285203 -> C3665496 -> C0852113
1201,C0018798 -> C0152021
1202,C0478013 -> C0158625
1203,C0743841 -> C0015967
1204,C0015967 -> C0015970
1205,C0021070 -> C1532005 -> C0555261
1206,C0024314 -> C0021070 -> C1532005 -> C0555261 -> C1292763
1207,C0024314 -> C0021070
1208,C0494264 -> C0494266
1209,C0021051 -> C0494264
1210,C0021051 -> C0947962
1211,C0022658 -> C0852161
1212,C0022658 -> C0151746 -> C0549593
1213,C0266292 -> C0543793 -> C0022658 -> C0151746
1214,C0268731 -> C4025889 -> C4531240 -> C4022838 -> C4551596 -> C0266292 -> C0543793 -> C0022658 -> C0151746
1215,C0022658 -> C0151746 -> C0232807
1216,C0151746 -> C0232807
1217,C0022658 -> C1335036
1218,C1314803 -> C0497217
1219,C0015397 -> C1314803 -> C0497217
1220,C1314803 -> C0348572
1221,C1314803 -> C0348572 -> C2976969
1222,C0015397 -> C0851688 -> C0851397
1223,C0015397 -> C0042790
1224,C0200144 -> C0200145
1225,C0015397 -> C0155365 -> C0730122
1226,C0015397 -> C0155365 -> C0730122 -> C1263861
1227,C0015397 -> C0155365 -> C0029182
1228,C0015397 -> C0155365 -> C0029182 -> C0271328
1229,C0015397 -> C0155365 -> C1290855
1230,C0015397 -> C0155365 -> C0549653
1231,C0015397 -> C0155365
1232,C0015397 -> C0155365 -> C0271398
1233,C0015397 -> C0549586
1234,C0014236 -> C0042168
1235,C0947852 -> C0026946
1236,C0042164 -> C0014236 -> C0042168
1237,C0154907 -> C0339308
1238,C1522449 -> C2094496
1239,C0266365 -> C0266366
1240,C0158687 -> C0266359
1241,C0431633 -> C0266403
1242,C0266383 -> C0431633 -> C0266403
1243,C0266383 -> C0431633
1244,C0153592 -> C0153585
1245,C0195772 -> C0195771 -> C0195775
1246,C0195771 -> C0195775
1247,C0524850 -> C0176094 -> C0161853
1248,C0524850 -> C0176094 -> C0519577
1249,C0524850 -> C0195762
1250,C0440016 -> C0358780
1251,C0016163 -> C1521737
1252,C0007220 -> C1442829
1253,C0002763 -> C0304403 -> C0002667
1254,C0002667 -> C0002658
1255,C1445631 -> C0002763 -> C0304403 -> C0002667 -> C0002658
1256,C0002763 -> C0304403 -> C0002667 -> C0002658
1257,C0007114 -> C0037286 -> C0852525
1258,C0035244 -> C0684916
1259,C0153661 -> C0153504
1260,C0025063 -> C0340258
1261,C0006145 -> C0852284
1262,C0006145 -> C0156320
1263,C0191838 -> C3714726
1264,C0191838 -> C0405453
1265,C0494153 -> C0153509
1266,C0748616 -> C2103528 -> C0032019
1267,C0032019 -> C0349614
1268,C0040053 -> C0151942 -> C2586211
1269,C0040053 -> C0151942
1270,C0274455 -> C0032343
1271,C0013146 -> C0740858 -> C0033880
1272,C0013146 -> C1510472
1273,C0013146 -> C1510472 -> C0085281
1274,C0023676 -> C0337638
1275,C0007765 -> C0035507
1276,C0228798 -> C5229811 -> C0000905
1277,C0158944 -> C0158950
1278,C0003723 -> C0153073
1279,C0274829 -> C0161725
1280,C0025516 -> C0683140 -> C1154744
1281,C0004504 -> C3489010
1282,C0032712 -> C0581803 -> C0076335 -> C0034325
1283,C0032712 -> C0581803 -> C0076335 -> C0137873
1284,C0025521 -> C0851333
1285,C0268818 -> C0268819
1286,C0035078 -> C0022660
1287,C0022660 -> C1565662
1288,C0018099 -> C0740394
1289,C0852169 -> C0403608
1290,C0007099 -> C0154093
1291,C0851567 -> C0852096
1292,C0334044 -> C0334043
1293,C0007760 -> C0262404
1294,C0037952 -> C0007760 -> C0262404
1295,C0037952 -> C0007760
1296,C0575081 -> C0004134
1297,C0007758 -> C0575081 -> C0004134
1298,C0011302 -> C0154692
1299,C0852401 -> C0085584
1300,C0032273 -> C0264449
1301,C3714636 -> C0032285
1302,C0155870 -> C0339992 -> C1400921 -> C0021400
1303,C0264222 -> C0264223
1304,C0032285 -> C0339951 -> C0155870
1305,C0155870 -> C0032310 -> C0869210
1306,C0155870 -> C0032310
1307,C0032285 -> C0339951 -> C0155870 -> C0032310 -> C0729704
1308,C0032285 -> C0339951 -> C0155870 -> C0032310
1309,C3714636 -> C0032285 -> C0264376
1310,C0032285 -> C0264376
1311,C0039980 -> C0495836
1312,C0840492 -> C0478245
1313,C0196542 -> C0196541
1314,C0812928 -> C0038908
1315,C0019721 -> C0312650
1316,C0581269 -> C0574021
1317,C0031253 -> C0303926
1318,C0019932 -> C0304715
1319,C0005058 -> C0053225
1320,C0036079 -> C0036075
1321,C0036079 -> C0036077
1322,C0947932 -> C0025500
1323,C0032226 -> C0852119
1324,C0011849 -> C0020456
1325,C4761312 -> C0154241
1326,C0020639 -> C0027720
1327,C0192573 -> C0192571
1328,C0026771 -> C0478365
1329,C0996515 -> C0996517 -> C0996516 -> C1080834
1330,C0477681 -> C0495004
1331,C0016658 -> C1542178 -> C0596838
1332,C0016658 -> C1542178 -> C5421773
1333,C0016658 -> C1542178
1334,C0000921 -> C0085639 -> C0261619
1335,C3544066 -> C0016658
1336,C0016658 -> C0332709
1337,C0272440 -> C0161483
1338,C0026613 -> C0011757
1339,C1263846 -> C0004269
1340,C0338656 -> C0009241
1341,C0009241 -> C4041080
1342,C1263846 -> C0041671
1343,C0019045 -> C0852325
1344,C0001617 -> C0354027
1345,C0497556 -> C0347243
1346,C0003404 -> C0304334
1347,C0007586 -> C0007590
1348,C0348394 -> C0024305
1349,C0079731 -> C5707529
1350,C0079731 -> C0852446
1351,C0079744 -> C0456867 -> C0456863
1352,C0019693 -> C0001175 -> C3661937
1353,C0019693 -> C0001175
1354,C0017412 -> C0156311
1355,C0001175 -> C0398795
1356,C0190571 -> C0190570
1357,C0030695 -> C0150369
1358,C0085084 -> C0154681
1359,C0085084 -> C0154681 -> C0270764
1360,C0021290 -> C2239178
1361,C0265122 -> C0852151
1362,C2937349 -> C0242739
1363,C0009404 -> C0009375
1364,C0199855 -> C0199857
1365,C0153446 -> C0153442
1366,C0153442 -> C0153443 -> C0949022
1367,C0153442 -> C0153443
1368,C0005818 -> C0852342
1369,C0005818 -> C0679429
1370,C0028850 -> C0038379
1371,C0393949 -> C0348639
1372,C0007820 -> C0393949
1373,C0007820 -> C0155729
1374,C0040038 -> C0013922
1375,C0271347 -> C0238454
1376,C0600502 -> C0242461
1377,C1510475 -> C0012817
1378,C1510475 -> C0012817 -> C4317009
1379,C0017160 -> C0014335
1380,C0017160 -> C0017152
1381,C0156086 -> C0348731
1382,C0017160 -> C0017152 -> C0267166
1383,C0267166 -> C0013298
1384,C0192189 -> C0192188
1385,C0436146 -> C0200116
1386,C0430740 -> C0436146
1387,C0021027 -> C0017007
1388,C0003241 -> C0021027
1389,C0348371 -> C0346890
1390,C0005604 -> C0495381
1391,C0423447 -> C0423377
1392,C0348772 -> C0495979
1393,C0016655 -> C0452098
1394,C0014852 -> C0341101
1395,C2748388 -> C2748393
1396,C0497550 -> C0852482
1397,C0694450 -> C0494215
1398,C5234928 -> C0003618 -> C5779664
1399,C5234928 -> C0003618 -> C0086311
1400,C0003618 -> C0020175
1401,C0020289 -> C0360722 -> C0030940
1402,C0195117 -> C0195116
1403,C0033740 -> C0947853
1404,C0030499 -> C0276770 -> C0033740
1405,C0276770 -> C0033740
1406,C0026918 -> C0275716
1407,C0026918 -> C0026919
1408,C1279264 -> C0042029
1409,C0006434 -> C1812606
1410,C5574728 -> C0565944
1411,C0433361 -> C0274085
1412,C0433361 -> C0274091
1413,C0274912 -> C0274913
1414,C0477645 -> C0494980
1415,C0039504 -> C0730224
1416,C0410740 -> C2894443
1417,C0205044 -> C0006094
1418,C0226290 -> C0205044 -> C0006094 -> C1283791
1419,C0205044 -> C0006094 -> C0003489 -> C1522460 -> C1267329 -> C0039976
1420,C0196950 -> C0196947
1421,C0196950 -> C0196947 -> C0395020
1422,C0196947 -> C0395020
1423,C3241977 -> C0029090
1424,C0198010 -> C0198009 -> C0198011 -> C0869644
1425,C0198009 -> C0198011
1426,C0198010 -> C0198009 -> C0198011
1427,C0198010 -> C0198009 -> C0198011 -> C1282978
1428,C2350621 -> C0024449 -> C0011630 -> C2980104 -> C0011636 -> C0276698
1429,C2980104 -> C0011636
1430,C0011630 -> C2980104 -> C0011636
1431,C0011630 -> C2980104 -> C0011636 -> C0040247
1432,C0033119 -> C0043254
1433,C0029500 -> C0029484
1434,C0348771 -> C2848465
1435,C0024893 -> C0085360 -> C0085357
1436,C0024893 -> C0085360 -> C0320227
1437,C0185908 -> C0185909
1438,C0185908 -> C2608059
1439,C2922360 -> C2922359 -> C0150292
1440,C0203075 -> C1282538
1441,C0192398 -> C0842142
1442,C0192259 -> C0842125
1443,C0473022 -> C0192352
1444,C0473022 -> C0192360
1445,C0017164 -> C0017125
1446,C0161734 -> C0261650
1447,C0001962 -> C0678408 -> C0301611 -> C0001967
1448,C0005910 -> C1315001
1449,C0005910 -> C1315002
1450,C0013336 -> C0878660
1451,C0334070 -> C0334069
1452,C0016508 -> C0431967
1453,C0567091 -> C0426010 -> C0567163
1454,C0017601 -> C0271142 -> C0149893
1455,C0017601 -> C0271142
1456,C0017601 -> C0271142 -> C0154961 -> C0154960
1457,C0017601 -> C0271142 -> C0154961
1458,C0020538 -> C0851627
1459,C0017601 -> C0028840 -> C0017614
1460,C0017601 -> C0028840
1461,C0017601 -> C0028840 -> C1533674
1462,C0017612 -> C0271148
1463,C0031142 -> C0156180
1464,C0242172 -> C0156326
1465,C0242172 -> C0030790
1466,C0242172 -> C0495087
1467,C0581758 -> C4544282
1468,C0728985 -> C0574020
1469,C0003811 -> C0947788
1470,C0264886 -> C0340494
1471,C0003811 -> C0264886
1472,C0003811 -> C0494598
1473,C0018810 -> C1315039
1474,C0018810 -> C1315038
1475,C0018810 -> C3262155
1476,C0018810 -> C1315040
1477,C0009759 -> C0155171
1478,C0022023 -> C0013832
1479,C0272445 -> C0161484
1480,C0272445 -> C0478331
1481,C0336803 -> C0336804
1482,C0186321 -> C0869981
1483,C0036095 -> C0345470 -> C5567163
1484,C0345470 -> C5567163 -> C0023761 -> C0026640
1485,C0027439 -> C0028433
1486,C0031347 -> C0027439
1487,C0035238 -> C0495533
1488,C0031347 -> C2103118
1489,C0345470 -> C5567163 -> C0023761
1490,C0496763 -> C0220636
1491,C0153381 -> C0346560 -> C5567156 -> C0153340
1492,C0346560 -> C5567156 -> C0153340
1493,C0153381 -> C0346560 -> C5567156 -> C0153340 -> C0178247
1494,C0220636 -> C0153381 -> C0346560 -> C5567156
1495,C0153381 -> C2349952
1496,C0496763 -> C0153362
1497,C5779791 -> C0018816
1498,C0333117 -> C0541614
1499,C1285373 -> C0852118
1500,C0332679 -> C0451984
1501,C0178321 -> C0451919 -> C0160538
1502,C0451919 -> C0160538
1503,C0451919 -> C0273239
1504,C0362049 -> C0477296
1505,C0013769 -> C0559718
1506,C0003850 -> C0004153
1507,C0151744 -> C0852149 -> C1956346 -> C0010068
1508,C0003850 -> C0004153 -> C0264694 -> C0151744 -> C0852149 -> C1956346
1509,C0151744 -> C0852149 -> C1956346
1510,C1956346 -> C0852153
1511,C0264694 -> C0155669
1512,C0003850 -> C0004153 -> C0264956
1513,C0454279 -> C0419117 -> C0452240
1514,C0012798 -> C0304484
1515,C0949968 -> C0331729
1516,C0015393 -> C0852075
1517,C0600148 -> C0001254
1518,C0035309 -> C1335039
1519,C0015408 -> C0851800
1520,C0178324 -> C0160754
1521,C0178324 -> C0852049
1522,C0025584 -> C0025590 -> C1268192
1523,C0025584 -> C0025590
1524,C1292867 -> C5698345 -> C0519545 -> C0038900
1525,C0038900 -> C0193663
1526,C0273483 -> C0478205
1527,C0014544 -> C0036572
1528,C0014544 -> C4317109
1529,C1384490 -> C2960133
1530,C0851536 -> C1112146
1531,C0002911 -> C0002921
1532,C0002903 -> C1293832
1533,C0002903 -> C1293832 -> C1444819
1534,C0002903 -> C1293832 -> C0392876 -> C0199027
1535,C1293832 -> C0392876 -> C0199027
1536,C0154251 -> C0852193
1537,C0406604 -> C0023787
1538,C1280433 -> C0406604
1539,C0035203 -> C0004048
1540,C0035203 -> C0004048 -> C0035230
1541,C0035203 -> C0231800
1542,C0477599 -> C0494958
1543,C0581544 -> C0412223
1544,C0412223 -> C0565179
1545,C0581506 -> C0412057
1546,C0412057 -> C0581505
1547,C0018946 -> C0596793
1548,C0278134 -> C0522057 -> C0028643
1549,C0039584 -> C1536496
1550,C1536496 -> C0700113
1551,C0039584 -> C0405581
1552,C0153606 -> C0497581
1553,C0347536 -> C0451968
1554,C0451968 -> C0347538
1555,C0161018 -> C0564401
1556,C0476273 -> C0013404
1557,C0448451 -> C0448447 -> C1288346 -> C0581668
1558,C0010009 -> C0549176 -> C0196247
1559,C0435627 -> C0347798
1560,C0347790 -> C0435627
1561,C0085369 -> C1318538 -> C1265421 -> C0085370
1562,C1318538 -> C1265421 -> C0085370
1563,C1318538 -> C1265421 -> C0085370 -> C1571936
1564,C0035414 -> C0318817
1565,C1963758 -> C0021083
1566,C0584890 -> C0224414
1567,C0596577 -> C0071649 -> C0016219
1568,C0204369 -> C0204371
1569,C0398920 -> C0398950
1570,C0334171 -> C0334170
1571,C0282090 -> C1762622
1572,C0009117 -> C0019120
1573,C0369762 -> C0392143 -> C0020247
1574,C0031069 -> C2236779
1575,C0265527 -> C0578534
1576,C4551722 -> C0014065
1577,C0190452 -> C0190451
1578,C0014511 -> C0259770
1579,C0015414 -> C0947789
1580,C0015414 -> C2921783
1581,C0561272 -> C0561271
1582,C0561015 -> C0561017
1583,C2108211 -> C0561015
1584,C0003416 -> C0003374
1585,C0154660 -> C0391986
1586,C0021874 -> C0154660
1587,C0023308 -> C0029590
1588,C0086543 -> C0029531
1589,C0561016 -> C0433709
1590,C0841163 -> C0195331
1591,C0027947 -> C0853697 -> C4551627
1592,C0027947 -> C0001824
1593,C0494479 -> C0477374
1594,C0025490 -> C0334531
1595,C5441573 -> C0206733 -> C0265973
1596,C0431551 -> C0266120
1597,C0559905 -> C0431551 -> C0158662
1598,C0327318 -> C0206283
1599,C0021102 -> C0175649 -> C0581195
1600,C0949691 -> C0949690
1601,C0949691 -> C0949690 -> C0038012
1602,C0949691 -> C0038019
1603,C0949691 -> C0038019 -> C0158240
1604,C0405352 -> C0405351
1605,C0497538 -> C0851752
1606,C0851982 -> C0497538
1607,C0267613 -> C0156098
1608,C0267613 -> C0156098 -> C0003615
1609,C0267613 -> C0156098 -> C0003615 -> C5420391
1610,C0040046 -> C0031542
1611,C0340714 -> C0948415
1612,C2907409 -> C2907408
1613,C0200499 -> C0005844
1614,C0030471 -> C0225443
1615,C0588344 -> C0230044
1616,C0342257 -> C0851725
1617,C0452050 -> C0840477 -> C0478240
1618,C0161972 -> C0868855
1619,C0033953 -> C0549622
1620,C0525047 -> C0033953
1621,C0035585 -> C0276100
1622,C0035585 -> C0947854
1623,C0035585 -> C0153119
1624,C0004771 -> C0029307 -> C0272108
1625,C0004771 -> C0029307 -> C4552012
1626,C0004771 -> C0029307
1627,C0197485 -> C0197484
1628,C0033572 -> C1268138
1629,C0269815 -> C0868755
1630,C0154057 -> C0154067
1631,C0273529 -> C1264420
1632,C0222289 -> C0559634
1633,C5574729 -> C0193014
1634,C0155184 -> C0005741
1635,C0227131 -> C0222744 -> C0222743
1636,C0079238 -> C0021833
1637,C0079238 -> C0341210 -> C0017128
1638,C0079238 -> C0341210 -> C0266839
1639,C1456434 -> C1456311
1640,C0027932 -> C0003469
1641,C0027932 -> C0003469 -> C0003467 -> C1279420
1642,C0027932 -> C0003469 -> C0003467 -> C1279420 -> C0700613
1643,C0003467 -> C1279420 -> C0700613
1644,C0003467 -> C0424139
1645,C0424139 -> C0015726
1646,C0233550 -> C0278075
1647,C0003467 -> C0424139 -> C0015726
1648,C0003469 -> C0003467 -> C0349231
1649,C0027932 -> C0003469 -> C0003467 -> C0349231
1650,C0027932 -> C0154458
1651,C1881681 -> C2748400
1652,C0005456 -> C0312460
1653,C1269527 -> C0176310
1654,C0178272 -> C0155674
1655,C0345004 -> C0009681
1656,C0345004 -> C0729956
1657,C0194053 -> C0194052
1658,C4551716 -> C0020674
1659,C4551716 -> C0010408
1660,C0524528 -> C1510586
1661,C0035305 -> C1533659
1662,C0559539 -> C0222224
1663,C0190264 -> C0190263
1664,C0031941 -> C0496946
1665,C0347524 -> C0851643
1666,C0031941 -> C0154043
1667,C0555198 -> C0017638 -> C0025149
1668,C0017638 -> C0025149 -> C0349541 -> C0349661 -> C4511373
1669,C0555198 -> C0017638 -> C0025149 -> C0349541
1670,C0017638 -> C0025149 -> C0349541 -> C3665419
1671,C0017638 -> C0025149
1672,C0206754 -> C1266150
1673,C0555198 -> C0017638 -> C0025149 -> C0206663
1674,C0017638 -> C0025149 -> C0206663
1675,C0018889 -> C0494126
1676,C0007193 -> C3472699
1677,C0036980 -> C1328273 -> C0018801
1678,C1328273 -> C0018801
1679,C1510446 -> C0348590
1680,C0036980 -> C0679394
1681,C0020564 -> C0333958
1682,C0001621 -> C0851659
1683,C0405580 -> C1955741
1684,C0001623 -> C0405580
1685,C0010038 -> C0155098 -> C0349702
1686,C0010038 -> C0155098
1687,C0580788 -> C0459892
1688,C0023434 -> C0279898
1689,C0199978 -> C0199980
1690,C1261192 -> C0457907
1691,C0020678 -> C0002170
1692,C0153464 -> C0153465
1693,C0341528 -> C0031149
1694,C0035358 -> C0341528
1695,C0153467 -> C0153464
1696,C0016977 -> C0876968
1697,C0008350 -> C0267853 -> C0947622
1698,C0008350 -> C0267853
1699,C0008325 -> C0029539
1700,C0267853 -> C0008325
1701,C0495926 -> C0495924
1702,C3695318 -> C0848548
1703,C1719469 -> C0155601
1704,C0002514 -> C0342666
1705,C0002514 -> C0268454
1706,C0027154 -> C0085368 -> C0031800 -> C0085367 -> C1066597
1707,C0027154 -> C0085368 -> C0031800 -> C0085367
1708,C0085932 -> C0494828
1709,C0161021 -> C0274260
1710,C0161021 -> C0274258
1711,C0040128 -> C0154164
1712,C0040128 -> C0162044
1713,C0040128 -> C0348024
1714,C3165526 -> C0342200
1715,C0020676 -> C0494271
1716,C0020676 -> C0700502
1717,C0021641 -> C0033362
1718,C0027627 -> C0852474
1719,C0037997 -> C0154305
1720,C0155388 -> C0155410
1721,C0563700 -> C0234856
1722,C1314756 -> C0233666
1723,C0001655 -> C1720997 -> C0033195 -> C0443472
1724,C0041825 -> C0155458
1725,C0013473 -> C0029587
1726,C0013472 -> C0013473
1727,C0003621 -> C0013472 -> C0013473
1728,C0178325 -> C1313863 -> C0160802
1729,C0029882 -> C0029888 -> C1698510
1730,C0029882 -> C0029888 -> C1698510 -> C0729586
1731,C0029882 -> C0029888 -> C0029883 -> C0271446
1732,C0271468 -> C0155435
1733,C0155413 -> C0271468 -> C0155435
1734,C0155413 -> C0271468
1735,C0271446 -> C0155413
1736,C0029882 -> C0029888 -> C0029883 -> C0395869 -> C0271441
1737,C0029882 -> C0029888 -> C0029883
1738,C0029882 -> C0029888
1739,C0155415 -> C0271432
1740,C1332257 -> C3164626
1741,C0160026 -> C0160027
1742,C0160028 -> C0160026
1743,C0009763 -> C0029560
1744,C0185513 -> C0185511
1745,C0457824 -> C0442944
1746,C0013240 -> C0576801
1747,C0034052 -> C1267275
1748,C0858346 -> C0851966
1749,C0027498 -> C0042963
1750,C0027498 -> C0027497
1751,C0196112 -> C0701834
1752,C1158380 -> C1159428
1753,C1157338 -> C1157727
1754,C0562094 -> C0274161 -> C0496050
1755,C0562094 -> C0274161
1756,C0562094 -> C0274167
1757,C0304437 -> C0304436
1758,C1718515 -> C0043314
1759,C0224074 -> C0447971
1760,C0029252 -> C0596913
1761,C0016410 -> C0178638
1762,C0008519 -> C1562630
1763,C0079772 -> C0854819
1764,C1337079 -> C0079774 -> C0456876
1765,C0079774 -> C5680497 -> C0079773
1766,C0079773 -> C0026948
1767,C0079773 -> C0026948 -> C0862196
1768,C0349297 -> C0031212 -> C0349272
